"OperationType","Title","PublicationDate","Guid","Description","DescriptionIsParsable","QuickDescription","Notes","SubChanges"
"Adding","Office 365 portal and shared","2/10/2016 10:29:02 AM","d8c79b16-e94e-40a8-9789-62b2b9fdce1e","Adding 24 New endpoints; 1/[Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. agent.office.net], 2/[ Effective 2/10/2016. Required: Office 365 portal ER: Yes. Port: TCP 443. www.office.com], 3/[ Effective 2/10/2016. Required: CDNs used for portal and shared. ER: No. Port: TCP 443. appsforoffice.microsoft.com], 4/[ Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 40.84.145.72], 5/[ Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.6.156], 6/[ Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.6.157], 7/[ Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.7.190], 8/[ Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.7.191], 9/[ Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.7.156], 10/[ Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.9.156], 11/[ Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.9.157], 12/[ Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.6.160], 13/[ Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.9.160], 14/[ Effective 2/10/2016. Required: Shared infrastructure. ER: No. Port: TCP 443. 23.97.150.21], 15/[ Effective 2/10/2016. Required: Shared infrastructure. ER: No. Port: TCP 443. 2a01:111:f100:1002::4134:d9ee], 16/[ Effective 2/10/2016. Required: Shared infrastructure. ER: No. Port: TCP 443. 2620:1ec:a92::156], 17/[ Effective 2/10/2016. Required: Shared infrastructure. ER: No. Port: TCP 443. 2620:1ec:a92::157], 18/[ Effective 2/10/2016. Required: Shared infrastructure. ER: No. Port: TCP 443. 2a01:111:202e::190], 19/[ Effective 2/10/2016. Required: Shared infrastructure. ER: No. Port: TCP 443. 2a01:111:202e::191], 20/[ Effective 2/10/2016. Required: Shared infrastructure. ER: No. Port: TCP 443. 2a01:111:202e::156], 21/[ Effective 2/10/2016. Required: Shared infrastructure. ER: No. Port: TCP 443. 2620:1ec:4::156], 22/[ Effective 2/10/2016. Required: Shared infrastructure. ER: No. Port: TCP 443. 2620:1ec:4::157], 23/[ Effective 2/10/2016. Required: Shared infrastructure. ER: No. Port: TCP 443. 2620:1ec:a92::160], 24/[ Effective 2/10/2016. Required: Shared infrastructure. ER: No. Port: TCP 443. 2620:1ec:4::160]. Notes: updates for the new admin portal, edge network nodes, and telemetry.","True","Adding 24 New endpoints",,""
"Adding","Office 365 authentication and identity","2/10/2016 10:29:02 AM","7ef9205c-fb40-43af-9601-8ef8106dfa30","Adding 1 New FQDNs; 1/[Effective 2/17/2016. Optional: Azure AD Connect. ER: No. Port: TCP 443. secure.aadcdn.microsoftonline-p.com]. Notes: The new release of AAD Connect will require this endpoint.","True","Adding 1 New FQDNs","The new release of AAD Connect will require this endpoint.",""
"Adding","Exchange Online","2/10/2016 10:29:02 AM","e50c781f-2029-46ac-b2cd-f7d1f98f71d3","Adding 8 New IP_Sets; 1/[Effective 2/10/2016. Required: Exchange Online. ER: Yes. Port: TCP 443. 13.107.6.152], 2/[Effective 2/10/2016. Required: Exchange Online. ER: Yes. Port: TCP 443. 13.107.6.153], 3/[Effective 2/10/2016. Required: Exchange Online. ER: Yes. Port: TCP 443. 13.107.9.152], 4/[Effective 2/10/2016. Required: Exchange Online. ER: Yes. Port: TCP 443. 13.107.9.153], 5/[Effective 2/10/2016. Required: Exchange Online. ER: No. Port: TCP 443. 2620:1ec:a92::152], 6/[Effective 2/10/2016. Required: Exchange Online. ER: No. Port: TCP 443. 2620:1ec:4::152], 7/[Effective 2/10/2016. Required: Exchange Online. ER: No. Port: TCP 443. 2620:1ec:a92::153], 8/[Effective 2/10/2016. Required: Exchange Online. ER: No. Port: TCP 443. 2620:1ec:4::153]. Notes: IP addresses to support Exchange Online edge nodes.","True","Adding 8 New IP_Sets","IP addresses to support Exchange Online edge nodes.",""
"Adding","Planner","2/10/2016 10:29:02 AM","7ef9205d-fb30-43bf-9601-8fe8106dfa20","Adding 4 New IP_Sets; 1/[Effective 2/10/2016. Required: Planner. ER: No. Port: TCP 443. 13.107.5.82], 2/[Effective 2/10/2016. Required: Planner. ER: No. Port: TCP 443. 13.107.5.83], 3/[Effective 2/10/2016. Required: Planner. ER: No. Port: TCP 443. 13.107.13.82], 4/[Effective 2/10/2016. Required: Planner. ER: No. Port: TCP 443. 13.107.13.83]. Notes: IP addresses to support Planner edge nodes.","True","Adding 4 New IP_Sets","IP addresses to support Planner edge nodes.",""
"Adding","Office 365 ProPlus","2/10/2016 10:29:02 AM","B825cd23-1d96-41ab-ad9a-b04a7e87295e","Adding 3 New IP_Sets; 1/[Effective 2/10/2016. Required: Office 365 ProPlus. ER: Yes. Port: TCP 443. 13.107.12.51], 2/[Effective 2/10/2016. Required: Office 365 ProPlus. ER: No. Port: TCP 443. 2a01:111:2003::51], 3/[Effective 2/10/2016. Required: Office 365 ProPlus. ER: No. Port: TCP 443. 2620:1ec:5::51]. Notes: IP addresses to support Office 365 ProPlus edge nodes.","True","Adding 3 New IP_Sets","IP addresses to support Office 365 ProPlus edge nodes.",""
"Adding","Office Online","2/10/2016 10:29:02 AM","07efa204-cfc4-402a-bd60-18ef8106dfb3","Adding 8 New FQDNs; 1/[Effective 2/10/2016. Required: Office Online. ER: Yes. Port: TCP 443. 204.79.197.204], 2/[Effective 2/10/2016. Required: Office Online. ER: Yes. Port: TCP 443. 131.253.33.204], 3/[Effective 2/10/2016. Required: Office Online. ER: Yes. Port: TCP 443. 204.79.197.205], 4/[Effective 2/10/2016. Required: Office Online. ER: Yes. Port: TCP 443. 131.253.33.205], 5/[Effective 2/10/2016. Required: Office Online. ER: No. Port: TCP 443. 2620:1ec:c11::204], 6/[Effective 2/10/2016. Required: Office Online. ER: No. Port: TCP 443. 2a01:111:202c::204], 7/[Effective 2/10/2016. Required: Office Online. ER: No. Port: TCP 443. 2620:1ec:c11::205], 8/[Effective 2/10/2016. Required: Office Online. ER: No. Port: TCP 443. 2a01:111:202c::205]. Notes: IP addresses to support Office Online edge nodes.","True","Adding 8 New FQDNs","IP addresses to support Office Online edge nodes.",""
"Adding","Yammer","2/10/2016 10:29:02 AM","7017ef92-05cf-4b40-bafd-6018fe8106df","Adding 8 New IP_Sets; 1/[Effective 2/10/2016. Required: Yammer. ER: No. Port: TCP 443. 13.107.6.158], 2/[Effective 2/10/2016. Required: Yammer. ER: No. Port: TCP 443. 13.107.6.159], 3/[Effective 2/10/2016. Required: Yammer. ER: No. Port: TCP 443. 13.107.9.158], 4/[Effective 2/10/2016. Required: Yammer. ER: No. Port: TCP 443. 13.107.9.159], 5/[Effective 2/10/2016. Required: Yammer. ER: No. Port: TCP 443. 2620:1ec:a92::158], 6/[Effective 2/10/2016. Required: Yammer. ER: No. Port: TCP 443. 2620:1ec:4::158], 7/[Effective 2/10/2016. Required: Yammer. ER: No. Port: TCP 443. 2620:1ec:a92::159], 8/[Effective 2/10/2016. Required: Yammer. ER: No. Port: TCP 443. 2620:1ec:4::159]. Notes: IP addresses to support Yammer edge nodes.","True","Adding 8 New IP_Sets","IP addresses to support Yammer edge nodes.",""
"InfoONly","Exchange Online Protection","2/10/2016 10:29:02 AM","bfc5029f-e701-47ef-9205-cfb303afd601","Notes: Updating EOP guidance to include authentication and identity. Customers using the administrative interface, quarantine, and so on will need to be able to access the required authentication and identity endpoints.","True","Information - read description",,""
"Removing","Office 365 portal and shared","2/10/2016 10:29:02 AM","d6018ef8-106d-4fb3-83bf-d5029fe7107e","Removing 12 Old IP_Sets; 1/[Effective 2/10/2016. Required: Office 365 portal. ER: No. Port: TCP 443. 104.46.104.228], 2/[Effective 2/10/2016. Required: Office 365 portal. ER: No. Port: TCP 443. 65.52.35.54], 3/[Effective 2/10/2016. Required: Office 365 portal. ER: No. Port: TCP 443. 104.45.214.112], 4/[Effective 2/10/2016. Required: Office 365 portal. ER: No. Port: TCP 443. 104.208.36.190], 5/[Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.5.0/24], 6/[Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.6.0/24], 7/[Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.7.0/24], 8/[Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.9.0/24], 9/[Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.12.0/24], 10/[Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 13.107.13.0/24], 11/[Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 131.253.33.0/24], 12/[Effective 2/10/2016. Required: Office 365 portal. ER: Yes. Port: TCP 443. 204.79.197.0/24]. Notes: Removing larger ranges that were previously in place to support the edge nodes as well as a few decommissioned IP addresses.","True","Removing 12 Old IP_Sets","Removing larger ranges that were previously in place to support the edge nodes as well as a few decommissioned IP addresses.",""
"Adding","SharePoint Online","2/10/2016 10:29:02 AM","f8106dfb-303b-4fc5-829f-e7107ef9205c","Adding 9 New Endpoints; 1/[Effective 2/10/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 13.107.6.150], 2/[Effective 2/10/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 13.107.9.150], 3/[Effective 2/10/2016. Required: SharePoint Online. ER: No. Port: TCP 443. 2620:1ec:a92::150], 4/[Effective 2/10/2016. Required: SharePoint Online. ER: No. Port: TCP 443. 2620:1ec:4::150], 5/[Effective 2/10/2016. Required: OneNote Online. ER: Yes. Port: TCP 443. 104.209.130.88], 6/[Effective 2/10/2016. Required: OneNote Online. ER: Yes. Port: TCP 443. 23.101.62.52], 7/[Effective 2/10/2016. Required: OneNote Online. ER: Yes. Port: TCP 443. 104.40.218.86], 8/[Effective 2/10/2016. Required: OneNote Online. ER: Yes. Port: TCP 443. 23.99.92.12], 9/[Effective 2/10/2016. Required: OneNote Online. ER: Yes. Port: TCP 443. 40.76.209.44], 10/[Effective 2/10/2016. Required: OneNote Online. ER: Yes. Port: TCP 443. 138.91.247.166], 11/[Effective 2/10/2016. Required: OneNote Online. ER: Yes. Port: TCP 443. 13.69.155.226], 12/[Effective 2/10/2016. Required: OneNote Online. ER: Yes. Port: TCP 443. 104.46.43.8], 13/[Effective 2/10/2016. Required: OneNote Online. ER: Yes. Port: TCP 443. www.onenote.com], 14/[Effective 2/10/2016. Required: OneNote Online. ER: Yes. Port: TCP 443. <tenant>-files.sharepoint.com], 15/[Effective 2/10/2016. Required: OneNote Online. ER: Yes. Port: TCP 443. <tenant>-myfiles.sharepoint.com]. Notes: IP addresses to support SharePoint Online edge nodes, SharePoint Online Explorer View, and new FQDN and IP addresses for Onenote.com.","True","Adding 9 New Endpoints",,""
,"Office 365 endpoints","2/12/2016 1:26:59 PM","018ef810-5dfb-4303-bfd5-029fe7107ef9","Removed references to peering as Office 365 doesn't require special peering relationships for connectivity.","False",,,
"Adding","Office 365 portal and shared","2/16/2016 4:25:22 PM","cfc4029f-e701-47ef-9205-dfb303bfd501","Adding 5 New endpoints; 1/[Effective 3/17/2016. Required: Office 365 portal. ER: No. Port: TCP 443. 104.45.214.112], 2/[Effective 3/17/2016. Required: Office 365 portal. ER: No. Port: TCP 443. 40.76.12.162], 3/[Effective 3/17/2016. Required: Office 365 portal. ER: No. Port: TCP 443. 40.76.8.142], 4/[Effective 3/17/2016. Required: Office 365 portal. ER: No. Port: TCP 443. 40.76.12.4], 5/[Effective 3/17/2016. Required: Office 365 portal. ER: No. Port: TCP 443. 40.76.1.176]. Notes: none.","True","Adding 5 New endpoints","none.",""
"Removing","Office 365 portal and shared","2/16/2016 4:25:22 PM","afd6018f-f810-46df-a304-bfc5029fe701","Removing 5 Old IP_Sets; 1/[Effective 2/17/2016. Required: Office 365 portal. ER: No. Port: TCP 443. 23.96.241.205], 2/[Effective 2/17/2016. Required: Office 365 portal. ER: No. Port: TCP 443. 40.118.255.5], 3/[Effective 2/17/2016. Required: Office 365 portal. ER: No. Port: TCP 443. 40.122.131.63], 4/[Effective 2/17/2016. Required: Office 365 portal. ER: No. Port: TCP 443. 40.124.9.212], 5/[Effective 2/17/2016. Required: Office 365 portal. ER: No. Port: TCP 443. 104.42.231.54]. Notes: Removing five IP addresses, no longer in use. Remove at your convenience.","True","Removing 5 Old IP_Sets",,""
"Removing","Exchange Online","2/16/2016 4:25:22 PM","ef9204cf-c403-4afd-a018-ef8106dfa304","Removing 1 Old IP_Sets; 1/[Effective 2/17/2016. Required: Exchange Online. ER: Yes. Port: TCP 443. 191.234.192.0/19]. Notes: Removing one IP range, no longer in use. Remove at your convenience.","True","Removing 1 Old IP_Sets",,""
"InfoONly","Exchange Online Protection","2/16/2016 4:25:22 PM","ef9205cf-b403-4afd-a018-fe8106dfa304","Notes: TCP Port 80 is not required, connecting only over port 443 is all that is necessary.","True","Information - read description",,""
"Removing","Skype for Business Online","2/16/2016 4:25:22 PM","05dfb303-bfd5-4019-be81-06efa204cfc4","Removing 4 Old IP_Sets; 1/[Effective 2/17/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 191.232.80.96/27], 2/[Effective 2/17/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 191.232.83.0/27], 3/[Effective 2/17/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 191.232.83.32/27], 4/[Effective 2/17/2016. Required: Skype for Business. ER: Yes. Port: TCP 443. 191.232.83.64/27]. Notes: Removing four IP ranges, no longer in use. Remove at your convenience.","True","Removing 4 Old IP_Sets",,""
"Adding","Office 365 authentication and identity","2/18/2016 4:34:17 PM","107ef920-5cfb-4403-afd6-018ff8106dfa","Adding 4 New FQDNs; 1/[Effective 2/19/2016. Optional: Multi-factor Authentication. ER: No. Port: TCP 443. account.activedirectory.windowsazure.com], 2/[Effective 2/19/2016. Optional: Multi-factor Authentication. ER: No. Port: TCP 443. pfd.phonefactor.net], 3/[Effective 2/19/2016. Optional: Multi-factor Authentication. ER: No. Port: TCP 443. pfd2.phonefactor.net], 4/[Effective 2/19/2016. Optional: Multi-factor Authentication. ER: No. Port: TCP 443. css.phonefactor.net]. Notes: Clarified two additional wildcards *.phonefactor.net and *.activedirectory.windowsazure.com. Both are required for MFA and no longer contain wildcards, you can make this change at your convenience as it is only replacing wildcards with more specific endpoints.","True","Adding 4 New FQDNs",,""
"Removing","Skype for Business Online","2/18/2016 4:34:17 PM","5029fe71-07ef-4920-8cfc-402afd6018ef","Removing 1 Old IP_Sets; 1/[Effective 2/19/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 40.110.0.0/16]. Notes: This range will be replaced in the future.","True","Removing 1 Old IP_Sets","This range will be replaced in the future.",""
"Adding","SharePoint Online","2/18/2016 4:34:18 PM","bfd5029f-e710-46ef-a204-cfc402afd601","Adding 5 New IP_Sets; 1/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 40.108.0.0/19], 2/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 40.108.128.0/17], 3/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 104.146.128.0/17], 4/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 51.4.66.0/23], 5/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 51.5.66.0/23]. Notes: Several IP ranges were previously listed incorrectly.","True","Adding 5 New IP_Sets","Several IP ranges were previously listed incorrectly.",""
"Updating","SharePoint Online","2/18/2016 4:34:17 PM","06efa204-cfc4-402a-be60-18ef9105dfb3","Updating 7 New IP_Sets; 1/[Effective 2/19/2016. Required: SharePoint Online. ER: No. Port: TCP 443. 191.232.0.0/23], 2/[Effective 2/19/2016. Required: SharePoint Online. ER: No. Port: TCP 443. 191.234.8.0/21], 3/[Effective 2/19/2016. Required: SharePoint Online. ER: No. Port: TCP 443. 191.234.76.0/23], 4/[Effective 2/19/2016. Required: SharePoint Online. ER: No. Port: TCP 443. 191.234.128.0/21], 5/[Effective 2/19/2016. Required: SharePoint Online. ER: No. Port: TCP 443. 191.234.144.0/20], 6/[Effective 2/19/2016. Required: SharePoint Online. ER: No. Port: TCP 443. 191.234.192.0/19], 7/[Effective 2/19/2016. Required: SharePoint Online. ER: No. Port: TCP 443. 191.235.0.0/20]. Notes: changed AER status from yes to no.","True","Updating 7 New IP_Sets","changed AER status from yes to no.",""
"Updating","SharePoint Online","2/18/2016 4:34:17 PM","204cfc40-3afd-4601-8ef8-106dfa304bfc","Updating 1 New IP_Sets; 1/[Effective 2/19/2016. Required: SharePoint Online. ER: No. Port: TCP 443. 104.146.0.0/19]. Notes: changed /15 to /19.","True","Updating 1 New IP_Sets","changed /15 to /19.",""
"Removing","SharePoint Online","2/18/2016 4:34:17 PM","7efa204c-fc40-42af-9601-8ef8105dfb30","Removing 52 Old IP_Sets; 1/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 40.108.0.0/16], 2/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 40.109.0.0/16], 3/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 42.159.34.0/27], 4/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 42.159.38.0/23], 5/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 42.159.162.0/27], 6/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 42.159.166.0/23], 7/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 65.52.45.0/24], 8/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 65.55.22.32/27], 9/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 70.37.151.64/27], 10/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 94.245.113.160/27], 11/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 111.221.17.160/27], 12/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 111.221.20.128/25], 13/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 111.221.22.32/27], 14/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 111.221.22.192/27], 15/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 111.221.64.160/27], 16/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 111.221.67.0/25], 17/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 134.177.0.0/16], 18/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.43.32/27], 19/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.46.128/27], 20/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.56.0/27], 21/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.62.96/27], 22/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.62.128/27], 23/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.103.0/27], 24/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.144.64/26], 25/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.145.192/27], 26/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.147.0/27], 27/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.151.192/27], 28/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.152.128/25], 29/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.153.0/27], 30/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.153.64/26], 31/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.154.64/27], 32/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.225.160/27], 33/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.225.224/27], 34/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.227.128/27], 35/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.229.0/25], 36/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.229.160/27], 37/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.231.32/27], 38/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.232.0/27], 39/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.235.64/27], 40/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.55.238.128/27], 41/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.56.24.128/27], 42/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.56.48.0/27], 43/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.56.80.128/27], 44/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.56.81.192/26], 45/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.56.113.0/27], 46/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.56.132.128/26], 47/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 157.56.150.32/27], 48/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 191.234.148.0/22], 49/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 191.234.152.0/23], 50/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 191.234.208.0/23], 51/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 207.46.203.128/27], 52/[Effective 2/19/2016. Required: SharePoint Online. ER: Yes. Port: TCP 443. 213.199.179.0/27], Notes: Several removals and clarifications of SharePoint Online endpoints.","True","Removing 52 Old IP_Sets",,""
"Removing","Skype for Business Online","2/22/2016 2:11:19 PM","c65a1610-fe41-4cf1-9bd3-9c0cbe63e1dd","Removing 17 Old IP_Sets; 1/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 65.55.121.128/27], 2/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 66.119.157.160/27], 3/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 111.221.76.96/27], 4/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.178.0/27], 5/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.178.64/27], 6/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.178.96/27], 7/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.178.128/27], 8/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.178.160/27], 9/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 134.170.115.0/27], 10/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 134.170.119.224/27], 11/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 134.170.53.32/27], 12/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 134.170.58.224/27], 13/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 157.55.229.128/27], 14/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 157.55.46.0/27], 15/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 157.56.135.160/27], 16/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 157.56.184.224/27], 17/[Effective 2/23/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 207.46.7.128/27]. Notes: These are no longer required, remove at your convenience.","True","Removing 17 Old IP_Sets",,""
"InfoONly","Office 365 endpoints","2/22/2016 2:11:19 PM","cfc402af-d601-48ef-8105-dfb303bfd502","Notes: Clarified endpoints for MFA and Planner. Added back source ports for Skype for Business.","True","Information - read description",,""
"Removing","Exchange Online Protection","2/25/2016 11:30:36 AM","c5029fe7-107e-4f92-85cf-b403afd6018e","Removing 17 Old IP_Sets; 1/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 23.103.148.0/22], 2/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 207.46.163.128/26], 3/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 207.46.163.192/27], 4/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 207.46.163.224/27], 5/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 23.103.145.128/27], 6/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 23.103.145.192/27], 7/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 213.199.154.0/2], 8/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 213.199.154.64/26], 9/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 213.199.154.128/27], 10/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 207.46.51.64/27], 11/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 207.46.51.96/27], 12/[Effective 2/25/2016. Required: Exchange Online Protection. ER: Yes. Port: TCP 25. 134.170.132.0/24]. Notes: From regional listings, these were duplicates or are no longer in use, remove at your convenience.","True","Removing 17 Old IP_Sets",,""
"Removing","Remote Connectivity Analyzer","2/25/2016 11:30:36 AM","04cfc402-afe6-4017-af91-05dfb303bfd5","Removing 7 Old Endpoints; 1/[Effective 2/25/2016. Required: Remote Analyzer. ER: No. Port: TCP 443. 134.170.52.122], 2/[Effective 2/25/2016. Required: Remote Analyzer. ER: No. Port: TCP 443. 134.170.52.123], 3/[Effective 2/25/2016. Required: Remote Analyzer. ER: No. Port: TCP 443. 134.170.52.124], 4/[Effective 2/25/2016. Required: Remote Analyzer. ER: No. Port: TCP 443. 157.56.138.141], 5/[Effective 2/25/2016. Required: Remote Analyzer. ER: No. Port: TCP 443. 157.56.138.142], 6/[Effective 2/25/2016. Required: Remote Analyzer. ER: No. Port: TCP 443. 157.56.138.143], 7/[Effective 2/25/2016. Required: Remote Analyzer. ER: No. Port: TCP 443. testexchangeconnectivity.com]. Notes: Endpoints are no longer in use, remove at your convenience.","True","Removing 7 Old Endpoints",,""
